Protein Group	SubGroup	Protein	Protein ID	Entry Name	Gene Names	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Unique Stripped Peptides	Summarized Total Spectral Count	Summarized Unique Spectral Count	Summarized Razor Spectral Count	aspirin_1 Total Spectral Count	aspirin_1 Unique Spectral Count	aspirin_1 Razor Spectral Count	aspirin_1 Total Ion Count	aspirin_1 Unique Ion Count	aspirin_1 Razor Ion Count	aspirin_1 Total Intensity	aspirin_1 Unique Intensity	aspirin_1 Razor Intensity	aspirin_2 Total Spectral Count	aspirin_2 Unique Spectral Count	aspirin_2 Razor Spectral Count	aspirin_2 Total Ion Count	aspirin_2 Unique Ion Count	aspirin_2 Razor Ion Count	aspirin_2 Total Intensity	aspirin_2 Unique Intensity	aspirin_2 Razor Intensity	aspirin_3 Total Spectral Count	aspirin_3 Unique Spectral Count	aspirin_3 Razor Spectral Count	aspirin_3 Total Ion Count	aspirin_3 Unique Ion Count	aspirin_3 Razor Ion Count	aspirin_3 Total Intensity	aspirin_3 Unique Intensity	aspirin_3 Razor Intensity	control_1 Total Spectral Count	control_1 Unique Spectral Count	control_1 Razor Spectral Count	control_1 Total Ion Count	control_1 Unique Ion Count	control_1 Razor Ion Count	control_1 Total Intensity	control_1 Unique Intensity	control_1 Razor Intensity	control_2 Total Spectral Count	control_2 Unique Spectral Count	control_2 Razor Spectral Count	control_2 Total Ion Count	control_2 Unique Ion Count	control_2 Razor Ion Count	control_2 Total Intensity	control_2 Unique Intensity	control_2 Razor Intensity	control_3 Total Spectral Count	control_3 Unique Spectral Count	control_3 Razor Spectral Count	control_3 Total Ion Count	control_3 Unique Ion Count	control_3 Razor Ion Count	control_3 Total Intensity	control_3 Unique Intensity	control_3 Razor Intensity	Indistinguishable Proteins
755	a	sp|P32780|TF2H1_HUMAN	P32780	TF2H1_HUMAN	GTF2H1	548	9.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	General transcription factor IIH subunit 1	1.0000	0.9990	3	10	10	10	3	3	3	3	3	3	5.1754864E7	5.1754864E7	5.1754864E7	2	2	2	2	2	2	7.139776E7	7.139776E7	7.139776E7	1	1	1	2	2	2	5.9210272E7	5.9210272E7	5.9210272E7	2	2	2	2	2	2	1.09324928E8	1.09324928E8	1.09324928E8	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	
756	a	sp|P32969|RL9_HUMAN	P32969	RL9_HUMAN	RPL9	192	90.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L9	1.0000	0.9990	23	194	194	194	70	70	70	27	27	27	1.24412442E9	1.24412442E9	1.24412442E9	20	20	20	14	14	14	1.25216115E9	1.25216115E9	1.25216115E9	30	30	30	18	18	18	1.50901069E9	1.50901069E9	1.50901069E9	22	22	22	16	16	16	1.30370598E9	1.30370598E9	1.30370598E9	25	25	25	17	17	17	1.62200806E9	1.62200806E9	1.62200806E9	27	27	27	17	17	17	1.54244442E9	1.54244442E9	1.54244442E9	
757	a	sp|P33240|CSTF2_HUMAN	P33240	CSTF2_HUMAN	CSTF2	577	26.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cleavage stimulation factor subunit 2	1.0000	0.9990	9	26	8	26	11	1	11	7	0	7	8.0440454E8	0.0	8.0440454E8	1	0	1	3	0	3	8.8619704E7	0.0	8.8619704E7	2	1	2	2	0	2	4.7998004E7	0.0	4.7998004E7	7	3	7	6	3	6	1.14881064E8	0.0	1.14881064E8	3	2	3	2	0	2	9.2876872E7	0.0	9.2876872E7	2	1	2	2	0	2	8.6416096E7	0.0	8.6416096E7	
758	a	sp|P33316|DUT_HUMAN	P33316	DUT_HUMAN	DUT	252	36.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	1.0000	0.9990	10	36	36	36	8	8	8	8	8	8	1.32266864E8	1.32266864E8	1.32266864E8	6	6	6	2	2	2	8.3285158E8	8.3285158E8	8.3285158E8	7	7	7	5	5	5	4.81376224E8	4.81376224E8	4.81376224E8	3	3	3	2	2	2	4.93202464E8	4.93202464E8	4.93202464E8	6	6	6	5	5	5	5.22407712E8	5.22407712E8	5.22407712E8	6	6	6	3	3	3	5.12133408E8	5.12133408E8	5.12133408E8	
759	a	sp|P33527|MRP1_HUMAN	P33527	MRP1_HUMAN	ABCC1	1531	6.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Multidrug resistance-associated protein 1	1.0000	0.9990	6	12	12	12	2	2	2	0	0	0	0.0	0.0	0.0	2	2	2	2	2	2	8.0884192E7	8.0884192E7	8.0884192E7	2	2	2	0	0	0	0.0	0.0	0.0	2	2	2	2	2	2	4.4912648E7	4.4912648E7	4.4912648E7	2	2	2	0	0	0	0.0	0.0	0.0	2	2	2	2	2	2	6.1478032E7	6.1478032E7	6.1478032E7	
760	a	sp|P33552|CKS2_HUMAN	P33552	CKS2_HUMAN	CKS2	79	69.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cyclin-dependent kinases regulatory subunit 2	1.0000	0.9990	5	32	32	32	19	19	19	9	9	9	8.5044096E8	8.5044096E8	8.5044096E8	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	8	8	8	3	3	3	7.8856752E7	7.8856752E7	7.8856752E7	2	2	2	0	0	0	0.0	0.0	0.0	2	2	2	0	0	0	0.0	0.0	0.0	
761	a	sp|P33991|MCM4_HUMAN	P33991	MCM4_HUMAN	MCM4	863	48.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA replication licensing factor MCM4	1.0000	0.9990	36	236	236	236	44	44	44	36	36	36	8.5682976E8	8.5682976E8	8.5682976E8	37	37	37	22	22	22	1.83544832E9	1.83544832E9	1.83544832E9	44	44	44	21	21	21	1.72811405E9	1.72811405E9	1.72811405E9	35	35	35	18	18	18	1.81468762E9	1.81468762E9	1.81468762E9	37	37	37	22	22	22	1.92928154E9	1.92928154E9	1.92928154E9	39	39	39	17	17	17	1.91398106E9	1.91398106E9	1.91398106E9	
762	a	sp|P33992|MCM5_HUMAN	P33992	MCM5_HUMAN	MCM5	734	28.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA replication licensing factor MCM5	1.0000	0.9990	22	85	85	85	18	18	18	17	17	17	1.44292592E8	1.44292592E8	1.44292592E8	13	13	13	10	10	10	3.3616176E8	3.3616176E8	3.3616176E8	18	18	18	13	13	13	3.0402192E8	3.0402192E8	3.0402192E8	16	16	16	9	9	9	2.84452096E8	2.84452096E8	2.84452096E8	7	7	7	6	6	6	1.29959504E8	1.29959504E8	1.29959504E8	13	13	13	10	10	10	2.53934912E8	2.53934912E8	2.53934912E8	
763	a	sp|P34059|GALNS_HUMAN	P34059	GALNS_HUMAN	GALNS	522	8.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	N-acetylgalactosamine-6-sulfatase	1.0000	0.9990	2	13	13	13	6	6	6	4	4	4	3.06839488E8	3.06839488E8	3.06839488E8	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	6	6	6	4	4	4	9.0276112E7	9.0276112E7	9.0276112E7	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
764	a	sp|P34810|CD68_HUMAN	P34810	CD68_HUMAN	CD68	354	9.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Macrosialin	1.0000	0.9990	1	4	4	4	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	4	4	4	2	2	2	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
765	a	sp|P34896|GLYC_HUMAN	P34896	GLYC_HUMAN	SHMT1	483	27.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine hydroxymethyltransferase, cytosolic	1.0000	0.9990	11	24	18	18	8	7	7	8	7	7	3.72224704E8	5.9346644E7	5.9346644E7	2	0	0	3	2	2	2.9226944E8	8.6954416E7	8.6954416E7	2	1	1	3	2	2	2.42248448E8	8.833912E7	8.833912E7	5	5	5	5	4	4	3.30835872E8	9.9743288E7	9.9743288E7	4	3	3	2	0	0	1.118182E8	0.0	0.0	3	2	2	4	3	3	1.79121648E8	7.731848E7	7.731848E7	
766	a	sp|P34913|HYES_HUMAN	P34913	HYES_HUMAN	EPHX2	555	9.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Bifunctional epoxide hydrolase 2	1.0000	0.9990	4	9	6	6	4	4	4	3	3	3	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	0	0	0	0	0	0.0	0.0	0.0	3	2	2	2	2	2	0.0	0.0	0.0	1	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
767	a	sp|P34949|MPI_HUMAN	P34949	MPI_HUMAN	MPI	423	7.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mannose-6-phosphate isomerase	1.0000	0.9990	2	5	5	5	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	
768	a	sp|P35080|PROF2_HUMAN	P35080	PROF2_HUMAN	PFN2	140	46.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Profilin-2	1.0000	0.9990	6	30	30	30	7	7	7	6	6	6	7.4754842E8	7.4754842E8	7.4754842E8	5	5	5	3	3	3	5.5111456E8	5.5111456E8	5.5111456E8	4	4	4	2	2	2	5.36864896E8	5.36864896E8	5.36864896E8	4	4	4	4	4	4	5.5877101E8	5.5877101E8	5.5877101E8	6	6	6	4	4	4	4.9099936E8	4.9099936E8	4.9099936E8	4	4	4	2	2	2	4.36774848E8	4.36774848E8	4.36774848E8	
769	a	sp|P35221|CTNA1_HUMAN	P35221	CTNA1_HUMAN	CTNNA1	906	38.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Catenin alpha-1	1.0000	0.9990	24	58	36	58	23	15	23	15	10	15	2.57112368E8	5.8924092E7	2.57112368E8	5	3	5	6	3	6	2.00996288E8	1.40989344E8	2.00996288E8	6	4	6	5	2	5	2.13164704E8	1.76647696E8	2.13164704E8	9	4	9	8	4	8	3.41196512E8	1.82515248E8	3.41196512E8	9	7	9	9	5	9	2.08877792E8	2.31282064E8	2.08877792E8	6	3	6	5	2	5	2.32683248E8	2.09242064E8	2.32683248E8	
770	a	sp|P35232|PHB_HUMAN	P35232	PHB_HUMAN	PHB	272	90.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prohibitin	1.0000	0.9990	33	255	255	255	89	89	89	37	37	37	4.3206845E9	4.3206845E9	4.3206845E9	25	25	25	16	16	16	2.77276314E9	2.77276314E9	2.77276314E9	40	40	40	19	19	19	3.05168435E9	3.05168435E9	3.05168435E9	28	28	28	14	14	14	1.97399437E9	1.97399437E9	1.97399437E9	39	39	39	20	20	20	2.54892646E9	2.54892646E9	2.54892646E9	34	34	34	18	18	18	2.5063232E9	2.5063232E9	2.5063232E9	
771	a	sp|P35237|SPB6_HUMAN	P35237	SPB6_HUMAN	SERPINB6	376	41.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serpin B6	1.0000	0.9990	12	91	91	91	11	11	11	8	8	8	9.5231469E8	9.5231469E8	9.5231469E8	14	14	14	7	6	7	7.4451898E8	7.2112141E8	7.4451898E8	14	14	14	6	5	6	5.72616E8	5.5904211E8	5.72616E8	26	26	26	10	9	10	1.63721971E9	1.84860352E9	1.63721971E9	14	14	14	10	9	10	4.54591456E8	4.30041632E8	4.54591456E8	12	12	12	7	6	7	5.590297E8	5.5347149E8	5.590297E8	
772	a	sp|P35241|RADI_HUMAN	P35241	RADI_HUMAN	RDX	583	38.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Radixin	1.0000	0.9990	30	348	30	30	66	5	5	28	2	2	1.15749765E10	0.0	0.0	51	5	5	20	5	5	1.21871002E10	2.10449344E8	2.10449344E8	53	3	3	18	2	2	1.41261056E10	1.72668368E8	1.72668368E8	88	7	7	22	6	6	1.33941688E10	2.62823344E8	2.62823344E8	43	5	5	19	4	4	1.68650629E10	3.7919616E8	3.7919616E8	47	5	5	22	5	5	1.22889779E10	2.83357024E8	2.83357024E8	
773	a	sp|P35244|RFA3_HUMAN	P35244	RFA3_HUMAN	RPA3	121	41.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Replication protein A 14 kDa subunit	1.0000	0.9990	4	20	20	20	3	3	3	3	3	3	0.0	0.0	0.0	3	3	3	2	2	2	3.78862208E8	3.78862208E8	3.78862208E8	4	4	4	2	2	2	2.25508352E8	2.25508352E8	2.25508352E8	3	3	3	2	2	2	4.52426464E8	4.52426464E8	4.52426464E8	4	4	4	2	2	2	2.28708864E8	2.28708864E8	2.28708864E8	3	3	3	2	2	2	1.60566256E8	1.60566256E8	1.60566256E8	
774	a	sp|P35249|RFC4_HUMAN	P35249	RFC4_HUMAN	RFC4	363	40.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Replication factor C subunit 4	1.0000	0.9990	14	53	53	53	14	14	14	13	13	13	1.8139192E8	1.8139192E8	1.8139192E8	7	7	7	7	7	7	2.19714752E8	2.19714752E8	2.19714752E8	8	8	8	7	7	7	2.2720296E8	2.2720296E8	2.2720296E8	11	11	11	9	9	9	2.35914512E8	2.35914512E8	2.35914512E8	7	7	7	6	6	6	2.98857888E8	2.98857888E8	2.98857888E8	6	6	6	6	6	6	2.03988192E8	2.03988192E8	2.03988192E8	
775	a	sp|P35250|RFC2_HUMAN	P35250	RFC2_HUMAN	RFC2	354	29.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Replication factor C subunit 2	1.0000	0.9990	6	52	52	52	3	3	3	3	3	3	1.23469328E8	1.23469328E8	1.23469328E8	3	3	3	3	3	3	2.31032816E8	2.31032816E8	2.31032816E8	17	17	17	4	4	4	3.13354848E8	3.13354848E8	3.13354848E8	7	7	7	4	4	4	1.75890032E8	1.75890032E8	1.75890032E8	8	8	8	4	4	4	1.85481904E8	1.85481904E8	1.85481904E8	14	14	14	6	6	6	2.25303584E8	2.25303584E8	2.25303584E8	
776	a	sp|P35268|RL22_HUMAN	P35268	RL22_HUMAN	RPL22	128	63.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L22	1.0000	0.9990	10	30	29	29	10	9	9	6	5	5	1.45653808E8	1.45653808E8	1.45653808E8	4	4	4	2	2	2	1.09034824E8	1.09034824E8	1.09034824E8	4	4	4	3	3	3	1.02573336E8	1.02573336E8	1.02573336E8	4	4	4	4	4	4	1.00678856E8	1.00678856E8	1.00678856E8	5	5	5	4	4	4	1.28293552E8	1.28293552E8	1.28293552E8	3	3	3	4	4	4	1.22356576E8	1.22356576E8	1.22356576E8	
777	a	sp|P35269|T2FA_HUMAN	P35269	T2FA_HUMAN	GTF2F1	517	32.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	General transcription factor IIF subunit 1	1.0000	0.9990	16	62	62	62	20	20	20	16	16	16	2.22737104E8	2.22737104E8	2.22737104E8	4	4	4	7	7	7	1.34581632E8	1.34581632E8	1.34581632E8	5	5	5	6	6	6	1.62134576E8	1.62134576E8	1.62134576E8	20	20	20	8	8	8	2.02068912E8	2.02068912E8	2.02068912E8	8	8	8	8	8	8	1.33533792E8	1.33533792E8	1.33533792E8	5	5	5	5	5	5	1.56326032E8	1.56326032E8	1.56326032E8	
778	a	sp|P35270|SPRE_HUMAN	P35270	SPRE_HUMAN	SPR	261	36.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sepiapterin reductase	1.0000	0.9990	8	54	54	54	3	3	3	3	3	3	3.32194976E8	3.32194976E8	3.32194976E8	9	9	9	8	8	8	2.5703744E8	2.5703744E8	2.5703744E8	12	12	12	7	7	7	2.11520672E8	2.11520672E8	2.11520672E8	12	12	12	9	9	9	3.2047728E8	3.2047728E8	3.2047728E8	10	10	10	7	7	7	1.8935368E8	1.8935368E8	1.8935368E8	8	8	8	8	8	8	1.60508848E8	1.60508848E8	1.60508848E8	
779	a	sp|P35475|IDUA_HUMAN	P35475	IDUA_HUMAN	IDUA	653	6.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alpha-L-iduronidase	1.0000	0.9990	2	3	3	3	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	3	3	3	3	3	3	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
780	a	sp|P35573|GDE_HUMAN	P35573	GDE_HUMAN	AGL	1532	10.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glycogen debranching enzyme	1.0000	0.9990	9	49	49	49	5	5	5	3	3	3	6.8028056E7	6.8028056E7	6.8028056E7	9	9	9	5	5	5	9.5634216E7	9.5634216E7	9.5634216E7	9	9	9	5	5	5	9.5747432E7	9.5747432E7	9.5747432E7	11	11	11	8	8	8	9.5813776E7	9.5813776E7	9.5813776E7	7	7	7	5	5	5	1.05102168E8	1.05102168E8	1.05102168E8	8	8	8	5	5	5	9.60792E7	9.60792E7	9.60792E7	
781	a	sp|P35606|COPB2_HUMAN	P35606	COPB2_HUMAN	COPB2	906	35.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coatomer subunit beta'	1.0000	0.9990	26	77	77	77	19	19	19	15	15	15	2.34573776E8	2.34573776E8	2.34573776E8	11	11	11	7	7	7	4.57936832E8	4.57936832E8	4.57936832E8	9	9	9	8	8	8	3.09503936E8	3.09503936E8	3.09503936E8	12	12	12	10	10	10	3.76077856E8	3.76077856E8	3.76077856E8	14	14	14	10	10	10	3.65269152E8	3.65269152E8	3.65269152E8	12	12	12	7	7	7	3.90525632E8	3.90525632E8	3.90525632E8	
782	a	sp|P35611|ADDA_HUMAN	P35611	ADDA_HUMAN	ADD1	737	8.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alpha-adducin	1.0000	0.9990	4	28	28	28	2	2	2	2	2	2	8.5304544E7	8.5304544E7	8.5304544E7	4	4	4	3	3	3	1.41983792E8	1.41983792E8	1.41983792E8	4	4	4	2	2	2	1.6821992E8	1.6821992E8	1.6821992E8	4	4	4	4	4	4	1.37243648E8	1.37243648E8	1.37243648E8	6	6	6	4	4	4	1.63507824E8	1.63507824E8	1.63507824E8	8	8	8	3	3	3	1.65953712E8	1.65953712E8	1.65953712E8	
783	a	sp|P35613|BASI_HUMAN	P35613	BASI_HUMAN	BSG	385	28.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Basigin	1.0000	0.9990	7	31	31	31	8	8	8	7	7	7	5.240392E8	5.240392E8	5.240392E8	4	4	4	4	4	4	1.77683712E8	1.77683712E8	1.77683712E8	3	3	3	5	5	5	1.45948176E8	1.45948176E8	1.45948176E8	6	6	6	5	5	5	1.06976312E8	1.06976312E8	1.06976312E8	6	6	6	6	6	6	1.7671448E8	1.7671448E8	1.7671448E8	4	4	4	5	5	5	1.6882288E8	1.6882288E8	1.6882288E8	
784	a	sp|P35637|FUS_HUMAN	P35637	FUS_HUMAN	FUS	526	24.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-binding protein FUS	1.0000	0.9990	9	54	48	54	6	4	6	5	3	5	0.0	0.0	0.0	9	8	9	7	6	7	5.2515488E8	5.416665E8	5.2515488E8	12	11	12	8	7	8	4.75268224E8	4.601712E8	4.75268224E8	7	7	7	5	5	5	3.22997152E8	3.22997152E8	3.22997152E8	9	8	9	7	6	7	5.6764979E8	5.7635795E8	5.6764979E8	11	10	11	7	6	7	5.6111501E8	5.5336902E8	5.6111501E8	
785	a	sp|P35658|NU214_HUMAN	P35658	NU214_HUMAN	NUP214	2090	5.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear pore complex protein Nup214	1.0000	0.9990	6	19	19	19	3	3	3	2	2	2	3.8446564E7	3.8446564E7	3.8446564E7	4	4	4	5	5	5	6.0607644E7	6.0607644E7	6.0607644E7	2	2	2	4	4	4	5.9606464E7	5.9606464E7	5.9606464E7	5	5	5	5	5	5	6.3707712E7	6.3707712E7	6.3707712E7	4	4	4	5	5	5	8.2904712E7	8.2904712E7	8.2904712E7	1	1	1	0	0	0	0.0	0.0	0.0	
786	a	sp|P35659|DEK_HUMAN	P35659	DEK_HUMAN	DEK	375	20.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein DEK	1.0000	0.9990	10	58	58	58	11	11	11	8	8	8	1.19245722E9	1.19245722E9	1.19245722E9	9	9	9	6	6	6	5.28911776E8	5.28911776E8	5.28911776E8	5	5	5	8	8	8	4.17243072E8	4.17243072E8	4.17243072E8	12	12	12	8	8	8	7.9919078E8	7.9919078E8	7.9919078E8	10	10	10	7	7	7	6.4867226E8	6.4867226E8	6.4867226E8	11	11	11	7	7	7	5.0071888E8	5.0071888E8	5.0071888E8	
787	a	sp|P35754|GLRX1_HUMAN	P35754	GLRX1_HUMAN	GLRX	106	55.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glutaredoxin-1	1.0000	0.9990	6	21	21	21	13	13	13	10	10	10	4.58380256E8	4.58380256E8	4.58380256E8	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	5	5	5	2	2	2	9.145111E8	9.145111E8	9.145111E8	2	2	2	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
788	a	sp|P35813|PPM1A_HUMAN	P35813	PPM1A_HUMAN	PPM1A	382	4.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein phosphatase 1A	1.0000	0.9990	2	6	6	6	2	2	2	2	2	2	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	
789	a	sp|P36404|ARL2_HUMAN	P36404	ARL2_HUMAN	ARL2	184	47.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	ADP-ribosylation factor-like protein 2	1.0000	0.9990	7	13	13	13	5	5	5	4	4	4	7.1422192E7	7.1422192E7	7.1422192E7	2	2	2	2	2	2	1.07539616E8	1.07539616E8	1.07539616E8	1	1	1	0	0	0	0.0	0.0	0.0	3	3	3	3	3	3	1.54321776E8	1.54321776E8	1.54321776E8	1	1	1	0	0	0	0.0	0.0	0.0	1	1	1	0	0	0	0.0	0.0	0.0	
790	a	sp|P36507|MP2K2_HUMAN	P36507	MP2K2_HUMAN	MAP2K2	400	46.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dual specificity mitogen-activated protein kinase kinase 2	1.0000	0.9990	13	35	19	19	12	8	8	9	5	5	1.44393024E8	9.6129344E7	9.6129344E7	3	1	1	6	2	2	8.268192E7	6.0022752E7	6.0022752E7	3	2	2	6	3	3	7.305224E7	6.1627856E7	6.1627856E7	6	3	3	6	3	3	1.3126812E8	8.745556E7	8.745556E7	8	3	3	8	3	3	1.50744304E8	1.16760728E8	1.16760728E8	3	2	2	3	2	2	8.298356E7	6.4729148E7	6.4729148E7	
791	a	sp|P36542|ATPG_HUMAN	P36542	ATPG_HUMAN	ATP5F1C	298	52.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP synthase subunit gamma, mitochondrial	1.0000	0.9990	19	102	102	102	20	20	20	17	17	17	1.09056013E9	1.09056013E9	1.09056013E9	18	18	18	11	11	11	1.20644941E9	1.20644941E9	1.20644941E9	21	21	21	11	11	11	1.09133325E9	1.09133325E9	1.09133325E9	15	15	15	11	11	11	8.8857933E8	8.8857933E8	8.8857933E8	12	12	12	8	8	8	6.0923366E8	6.0923366E8	6.0923366E8	16	16	16	11	11	11	9.6661658E8	9.6661658E8	9.6661658E8	
792	a	sp|P36551|HEM6_HUMAN	P36551	HEM6_HUMAN	CPOX	454	66.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial	1.0000	0.9990	38	212	212	212	70	70	70	51	51	51	1.04333997E9	1.04333997E9	1.04333997E9	28	28	28	20	20	20	9.8770573E8	9.8770573E8	9.8770573E8	26	26	26	19	19	19	7.9615526E8	7.9615526E8	7.9615526E8	29	29	29	21	21	21	6.7179878E8	6.7179878E8	6.7179878E8	33	33	33	21	21	21	7.3649907E8	7.3649907E8	7.3649907E8	26	26	26	16	16	16	7.2727846E8	7.2727846E8	7.2727846E8	
793	a	sp|P36578|RL4_HUMAN	P36578	RL4_HUMAN	RPL4	427	68.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L4	1.0000	0.9990	44	389	389	389	63	63	63	56	56	56	2.44062822E9	2.44062822E9	2.44062822E9	63	63	63	35	35	35	1.93495066E9	1.93495066E9	1.93495066E9	65	65	65	34	34	34	1.67994214E9	1.67994214E9	1.67994214E9	55	55	55	31	31	31	1.35278336E9	1.35278336E9	1.35278336E9	78	78	78	35	35	35	2.01883507E9	2.01883507E9	2.01883507E9	65	65	65	30	30	30	1.79586867E9	1.79586867E9	1.79586867E9	
794	a	sp|P36639|8ODP_HUMAN	P36639	8ODP_HUMAN	NUDT1	197	19.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	7,8-dihydro-8-oxoguanine triphosphatase	1.0000	0.9990	3	19	19	19	4	4	4	3	3	3	3.2472128E8	3.2472128E8	3.2472128E8	3	3	3	0	0	0	0.0	0.0	0.0	3	3	3	0	0	0	0.0	0.0	0.0	4	4	4	2	2	2	7.0968909E8	7.0968909E8	7.0968909E8	2	2	2	0	0	0	0.0	0.0	0.0	3	3	3	0	0	0	0.0	0.0	0.0	
795	a	sp|P36871|PGM1_HUMAN	P36871	PGM1_HUMAN	PGM1	562	27.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphoglucomutase-1	1.0000	0.9990	12	26	26	26	6	6	6	5	5	5	5.1086116E7	5.1086116E7	5.1086116E7	5	5	5	5	5	5	7.9659896E7	7.9659896E7	7.9659896E7	3	3	3	5	5	5	6.426838E7	6.426838E7	6.426838E7	5	5	5	5	5	5	7.771344E7	7.771344E7	7.771344E7	3	3	3	4	4	4	9.7966808E7	9.7966808E7	9.7966808E7	4	4	4	4	4	4	9.3640992E7	9.3640992E7	9.3640992E7	
796	a	sp|P36915|GNL1_HUMAN	P36915	GNL1_HUMAN	GNL1	607	19.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Guanine nucleotide-binding protein-like 1	1.0000	0.9990	9	22	22	22	5	5	5	3	3	3	9.990396E7	9.990396E7	9.990396E7	2	2	2	3	3	3	9.5483616E7	9.5483616E7	9.5483616E7	4	4	4	4	4	4	1.09715704E8	1.09715704E8	1.09715704E8	6	6	6	4	4	4	7.954248E7	7.954248E7	7.954248E7	2	2	2	3	3	3	8.4442952E7	8.4442952E7	8.4442952E7	3	3	3	2	2	2	9.4533744E7	9.4533744E7	9.4533744E7	
